SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
(4),(5),(4),(4),Almost Never,Very Often,Very Often,Almost Never,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Rarely,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,Week 1: Introduction to the Science of Happiness,,,1 hour,,Moderately,,Very much,Very much,Very much,Very much,Immensely,,,Terrific,Terrific,Terrific,Terrific,Good,Good,Terrific,Terrible,Terrific,Terrific,No,,,Did not have the time,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Habits could have been more structured - problem drives specific habit,3-4 times,6-7 times,1-2 times,1-2 times,6-7 times,5-6 times,4-5 times,1-2 times,3-4 times,3-4 times,3-4 times,3-4 times,5,7- Extremely,3,4,4,4,3,2,5,4,4,3,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
A very happy person (7),More happy (7),A great deal (7),Not at all (1),Never,Very Often,Very Often,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Never,Often,Never,Yes,5 - Extremely,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,1 - Not at all,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,7 - Exceptional,,There was a change in my life circumstance,,5 hours,,Extensively,,Immensely,Immensely,Immensely,Immensely,Immensely,,,Terrific,Good,Terrific,Terrific,Good,Satisfactory,Good,Terrific,Good,Terrific,Yes,Yes,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, as a member",,,Online,Sometimes,,,,,,Extremely,,Completely,Extremely,,Yes,Yes,Make it more energetic as it was at times not in sync with the topic. Many a times I felt asleep listening to the videos..and that took more time for me. Content was good but deliverance needs a bit more pep up.,Make it more bright and colourful so that the appearance is more happy one.At times the background of the videos was pathetic and gloomy especially when Mr Dacher was speaking...do go through it and maybe see in my perspective.Maybe thats the reason the content I did not understand sometimes. 
A very happy person (7),More happy (7),(5),Not at all (1),Almost Never,Very Often,Sometimes,Almost Never,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Often,Sometimes,Sometimes,Sometimes,Yes,4 - Very,1 - Not at all,5 - Extremely,4 - Very,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,3 - Moderately,5 - Extremely,2 - Slightly,2 - Slightly,5 - Extremely,5 - Extremely,7 - Exceptional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very happy person (7),More happy (7),A great deal (7),Not at all (1),Almost Never,Very Often,Fairly Often,Almost Never,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Often,Rarely,Sometimes,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,1 - Not at all,4 - Very,1 - Not at all,4 - Very,1 - Not at all,1 - Not at all,4 - Very,4 - Very,6 - Excellent,,There was a change in my life circumstance,"2 reasons 1-  sometimes i cannot follow everything because in these themes language is basic,English is not my first language.
2- another impediment to follow everything is that I don't have time,because of my other activities,I still work,and help take care of my 2 grandsons,my daughter died 1 year ago,and the most important I am married .",2 hours,,Extensively,"In many aspects of my life,first my relation with my husband,with my grandsons because I spent many hours with them,at work with my co workers.With my friends when I have time.i have tried to be more present ,thinking always in all the themes compassion , gratitude ,kindness ,",Very much,Very much,Moderately,Immensely,Very much,Very much,"Before the course I used to think happiness was being cheerful all the time,now I understand it is a more profound feeling. So I can still be sad sometimes ,and still know I have happiness . ",Terrific,Terrific,Terrific,Terrific,,,,,Terrific,Terrific,No,,,"Basically time,and language ,my native language is Spanish ",Very,Very,Extremely,Very,Extremely,,Extremely,,"The whole course extremely valuable ,some themes as compassion kindness mindfulness,were most interesting for me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completely,Extremely,"Conferences,reading",Yes,Yes,,
(5),(5),(4),(3),Sometimes,Fairly Often,Very Often,Almost Never,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Sometimes,Often,Sometimes,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,5 - Extremely,2 - Slightly,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,4 - Very,1 - Not at all,4 - Very,1 - Not at all,1 - Not at all,4 - Very,5 - Extremely,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,"I practise mindfulness each day, 
I have been able to forgive the actions by a couple of persons from my past thanks to the forgiveness meditation by John Kabat Zinn
I more often think about wheter I can make someone else happy by my actions (eg. donating clothes etc).
I am more considerate about the environmental questions, because my actions will matter in the future for others
I practise gratefulness more frequently than before.
I tend to compliment others more frequently..",Very much,Very much,Slightly,Very much,Very much,Not at all,,Good,Terrific,Good,Terrific,Satisfactory,Good,Good,Terrific,,Satisfactory,Yes,Yes,,I participated to bring more umpff to the topic,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,,6-7 times,More than 10 times,1-2 times,1-2 times,More than 10 times,3-4 times,3-4 times,1-2 times,1-2 times,3-4 times,0 times,5-6 times,5,4,6,1-Not at all,4,2,6,6,7- Extremely,7- Extremely,N/A (I didn't do it),5,No,,,,,,,,,,,,Completely,Extremely,"The thing that I absolutely is mindblown over, is the fact that a ""internetbased University course"" could have such an impact on my personal wellbeing! The course material has made me cry, laugh, feel awe and life satisfaction in a way that I had never imagined.",Yes,Yes,I have not experienced anything bad. In fact I am impressed with how smoothly everything has worked out on this course.,"I would loved that in the end of this course, all the happiness practises was gathered in a pdf for download. It would make a great way to remember using the different happiness practises! "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4),(4),(4),(3),Sometimes,Sometimes,Sometimes,Sometimes,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Sometimes,Sometimes,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,6 hours,,A Little,,Moderately,Moderately,Moderately,Moderately,Moderately,Very much,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Yes,No,,,Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely,,4-5 times,0 times,1-2 times,1-2 times,1-2 times,0 times,0 times,0 times,0 times,1-2 times,0 times,3-4 times,2,N/A (I didn't do it),2,2,2,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),3,N/A (I didn't do it),3,"Yes, as a member",,Never,,Never,Never,Never,Never,Never,,,,Mostly,Very,,Yes,Yes,,
(4),(4),(4),(2),Almost Never,Very Often,Very Often,Never,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Sometimes,Sometimes,Often,Sometimes,Yes,4 - Very,2 - Slightly,4 - Very,5 - Extremely,2 - Slightly,4 - Very,4 - Very,1 - Not at all,2 - Slightly,4 - Very,1 - Not at all,4 - Very,2 - Slightly,1 - Not at all,3 - Moderately,4 - Very,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,"Although I completed all the coursework, I did not have enough time to do all the Happiness Practices, because I was away traveling for 5 weeks during the course and had to 'catch up', however I do plan to try them all out in the next few months, to see which ones are the best fit",4 hours,,A Lot,I have enhanced and slightly modified some of my 'routine' practices and have brought a few more in.  I also have more 'data' on which things might help increase happiness in my life and those I love if things start to take a downturn.,Moderately,Slightly,,Moderately,Slightly,,,Terrific,Terrific,Terrific,Good,Satisfactory,Good,Good,Good,Terrific,Terrific,Yes,Yes,,"I find the structure of the discussion forums problematic - and this is an EdX issue, not a specific course issue.  It is difficult to isolate your own posts and go back and see if there is feedback or discussion on them.  Also, I think a simple change of having the most recent posts at the top of the list instead of the bottom would encourage more interaction between more people.  Right now everyone has access to the first 25 posts, while only the really motivated people will go beyond that.",Extremely,Extremely,Extremely,Moderately,Extremely,Extremely,Extremely,Extremely,,1-2 times,0 times,More than 10 times,0 times,1-2 times,0 times,0 times,0 times,0 times,More than 10 times,0 times,1-2 times,5,N/A (I didn't do it),6,N/A (I didn't do it),2,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),5,N/A (I didn't do it),7- Extremely,No,,,,,,,,,,,,Completely,Extremely,The tools for increasing happiness in my own life and the feedback from the quizzes (like how grateful are you etc.),Yes,Yes,"I already suggested this in an earlier comment, but will repeat here as it is specific to the course platform.  I find the discussion groups very clumsy to use and not encouraging to discussion per se.  Because it is impossible to isolate your own posts or get feedback when someone comments on one of your posts, it doesn't really promote discussion.  Also because the oldest posts are at the top, people who post later do not get as much feedback.  If the most recent posts were at the top, then I think it would even out the feedback - as people added their own posts, they would look back on the most recent 10 or 20 posts (and further if intensely interested).","After the Happiness Practice, include in the surveys a comments section where people can explain a bit more about why they did or didn't do the practice.  I found the selection buttons too limiting as they didn't apply.  Sometimes I didn't have time that week, but planned to do it the following week, or already did some variant of the practice so didn't do it."
(5),(5),(4),(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),More happy (7),(6),(2),Almost Never,Sometimes,Fairly Often,Almost Never,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,,,,4 hours,,A Lot,,Moderately,Moderately,Moderately,Very much,Very much,Very much,,Terrific,Terrific,Terrific,Good,Good,Good,Good,Terrific,Terrific,Terrific,Yes,Yes,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Completely,Very,,Yes,Yes,,
A very happy person (7),More happy (7),A great deal (7),A great deal (7),Very Often,Very Often,Very Often,Very Often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Often,Often,Often,Yes,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,1 hour,,A Little,,Very much,Immensely,Very much,Very much,Very much,Very much,,Good,Terrific,Good,Good,Good,Good,Terrific,Good,Good,Satisfactory,,No,,,Very,Very,Extremely,Very,Very,Very,Very,Moderately,,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,6,6,6,7- Extremely,6,6,6,6,6,6,6,5,No,,,,,,,,,,,,,Moderately,,Yes,No,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),More happy (7),A great deal (7),Not at all (1),Never,Very Often,Very Often,Never,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Sometimes,Rarely,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot, integrating it into all of my conversations personally and professionally,Very much,Very much,Very much,Very much,Very much,Immensely, I am starting a happy couples coaching program in 2017,Good,Good,Good,Terrific,Good,Terrific,Terrific,Terrific,Terrific,Terrific,Yes,Yes, just in terms of raising my curiosity ,limited time,Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely, the specific data gave respect to how intricate this field is I might want to due some research myself in the future particularly on the science of Awe,7-8 times,More than 10 times,More than 10 times,More than 10 times,7-8 times,5-6 times,9-10 times,1-2 times,1-2 times,1-2 times,0 times,5-6 times,6,6,7- Extremely,7- Extremely,6,6,7- Extremely,3,4,4,3,6,"Yes, as a member",,,,,,,,,,,,,,,,,,
A very happy person (7),More happy (7),A great deal (7),Not at all (1),Never,Very Often,Very Often,Never,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Sometimes,Rarely,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),More happy (7),(4),(3),Never,Very Often,Very Often,Never,Slightly Agree,Slightly Disagree,Mixed/ Neither,Slightly Agree,Slightly Agree,Strongly Agree,,Slightly Agree,Sometimes,Sometimes,Sometimes,Often,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,4 - Very,5 - Extremely,1 - Not at all,1 - Not at all,4 - Very,1 - Not at all,4 - Very,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Very much,Very much,Very much,Moderately,Very much,Moderately,,Satisfactory,Satisfactory,Good,Terrific,Poor,Terrific,,Satisfactory,Terrific,Good,Yes,No,,because of my poor english,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Slightly,,More than 10 times,1-2 times,6-7 times,More than 10 times,More than 10 times,4-5 times,1-2 times,3-4 times,9-10 times,5-6 times,5-6 times,0 times,7- Extremely,N/A (I didn't do it),7- Extremely,7- Extremely,7- Extremely,3,2,7- Extremely,7- Extremely,7- Extremely,7- Extremely,N/A (I didn't do it),No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(6),(6),(5),Not at all (1),Fairly Often,Sometimes,Very Often,Almost Never,Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Often,Rarely,Often,Rarely,Yes,4 - Very,3 - Moderately,4 - Very,4 - Very,3 - Moderately,4 - Very,4 - Very,2 - Slightly,2 - Slightly,4 - Very,4 - Very,5 - Extremely,3 - Moderately,3 - Moderately,4 - Very,5 - Extremely,5 - Very Good,,I had less time than I thought I would,Meu inglês não é fluente e por isso demorei muito traduzindo os textos. Minha sugestão é que no próximo curso exista traduções pelo menos em espanhol.,4 hours,,Moderately,,Moderately,Very much,Moderately,Very much,Very much,Slightly,,Good,Good,,,,,,Good,Good,,No,,,,Slightly,Slightly,Slightly,Not at all,Not at all,Not at all,Not at all,Not at all,Fiquei concentrada nos textos das primeiras semanas e fui atrasando muito. Não consegui finalizar o curso.,3-4 times,1-2 times,4-5 times,3-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,6,6,7- Extremely,6,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),"Yes, as a member",,Never,,Never,Never,Never,Never,Never,,Moderately,,Mostly,Slightly,,Yes,Yes,Minha sugestão é que existam traduções dos textos em espanhol ou português.,Minha sugestão é que existam traduções dos textos em espanhol ou português.
(5),(5),(5),(3),Almost Never,Very Often,Very Often,Almost Never,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),(6),(5),,Never,Fairly Often,Very Often,Sometimes,Agree,Agree,Agree,Mixed/ Neither,Agree,Agree,Agree,Slightly Agree,Sometimes,Often,Sometimes,Sometimes,Yes,4 - Very,2 - Slightly,4 - Very,4 - Very,2 - Slightly,4 - Very,4 - Very,1 - Not at all,1 - Not at all,4 - Very,3 - Moderately,3 - Moderately,2 - Slightly,2 - Slightly,4 - Very,4 - Very,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Slightly,Moderately,Slightly,Slightly,Not at all,Very much,,Terrific,Terrific,Good,Terrific,Satisfactory,Good,Good,Satisfactory,Good,Terrific,,No,,To contribute new perspectives,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Moderately,,1-2 times,More than 10 times,1-2 times,0 times,More than 10 times,0 times,5-6 times,0 times,0 times,0 times,1-2 times,0 times,2,3,4,N/A (I didn't do it),5,N/A (I didn't do it),4,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Mostly,Extremely,"Intro, Gratitude, Mindfulness and Self-compassion",Yes,Yes,I like the revision part very much. ,
(5),(4),(4),(3),Almost Never,Very Often,Fairly Often,Almost Never,Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,Meditiation and gratitude and making more connections,Moderately,Moderately,,Slightly,Slightly,,,Good,Good,Good,Terrific,Poor,Satisfactory,Good,Terrible,Terrific,Satisfactory,Yes,Yes,,,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,,1-2 times,4-5 times,1-2 times,1-2 times,More than 10 times,7-8 times,1-2 times,1-2 times,1-2 times,6-7 times,0 times,5-6 times,2,6,3,2,6,6,1-Not at all,1-Not at all,1-Not at all,5,N/A (I didn't do it),4,No,,,,,,,,,,,,Mostly,Very,,Yes,Yes,,
(5),(5),(6),(6),Sometimes,Very Often,Fairly Often,Sometimes,Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Sometimes,Rarely,Often,Sometimes,Yes,3 - Moderately,1 - Not at all,4 - Very,3 - Moderately,4 - Very,5 - Extremely,5 - Extremely,3 - Moderately,1 - Not at all,4 - Very,2 - Slightly,5 - Extremely,3 - Moderately,2 - Slightly,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,More than 7 hours (please specify),8,Extensively,"Three Good things said daily to my dad on our walk, have told clients of this and other assignments and one client is taking the course- maybe more. really like the gratitud and forgiveness letter and will be doing the narrative work.",Very much,Moderately,Very much,Slightly,Immensely,Not at all,"the election affected a lot of my scores- the world is feeling less compassionate and less hopeful to me, surprised me to no end!",Good,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Terrific,,Yes,No,,not enough time to do so.,Extremely,Extremely,Extremely,Very,Very,Extremely,Extremely,Extremely,"a lot of the articles I have yet to read, but I copied what I could",More than 10 times,More than 10 times,More than 10 times,1-2 times,4-5 times,1-2 times,5-6 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,2,3,7- Extremely,7- Extremely,2,7- Extremely,,No,,,,,,,,,,,,Completely,Very,Forgiveness and Gratitude sessions and exercises,Yes,Yes,"Easier to see how to sign up for CEu's, easier to make copies to read in hand, less lecture more graphics in the videos",a longer time to complete
(3),(3),Not at all (1),A great deal (7),Almost Never,Fairly Often,Sometimes,Almost Never,Slightly Agree,Mixed/ Neither,Mixed/ Neither,Slightly Agree,Agree,Agree,Mixed/ Neither,Agree,Rarely,Often,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),More happy (7),A great deal (7),Not at all (1),Never,Very Often,Very Often,Never,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),(6),(6),Not at all (1),Almost Never,Very Often,Fairly Often,Almost Never,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,,4 hours,,A Lot,I have adapted a grateful and kind attitude.,Very much,Very much,Very much,Very much,Very much,Not at all,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Satisfactory,No,,,I am interested in meditation and eastern philosophy.,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,,More than 10 times,4-5 times,4-5 times,1-2 times,9-10 times,4-5 times,1-2 times,1-2 times,1-2 times,More than 10 times,1-2 times,1-2 times,7- Extremely,5,6,2,6,2,2,6,5,7- Extremely,2,2,"Yes, as a member",Leyden High School with Karen Ritter,7-8 times,"In a public place (e.g., library, cafe, community center)",Always,Always,Often,Never,Often,,Extremely,,Completely,Extremely,,Yes,Yes,Can't think of any.,Can't think of any.
(4),(4),(5),(4),Sometimes,Fairly Often,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Sometimes,Sometimes,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,I didnt do the awe walk as I wanted to complete the course today,4 hours,,Moderately,"Becoming conscious of the errors I have made/ am making in my actions, that have led to or lead to me being unhappy. Recognizing that I have tended to be bitter about things, and that forgiving is a good idea.",Very much,Moderately,Slightly,Moderately,Moderately,Not at all,Becoming conscious of the errors I have made/ am making. Thinking about what compassion implies and trying to be conscious about appying it.,Terrific,Terrific,Good,Terrific,Good,Good,Good,Good,Terrific,Good,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
